location,category_name,item_name,gross_sales,net_sales,amount_sold,discounts,avg_item_size
FV,Dresses,Katarina Corset Juliet (red) 0 ,228.00,228.00,1,0.00,228.00
FV,Dresses,Katarina Corset Othello (black) 0 ,228.00,228.00,1,0.00,228.00
FV,Dresses,Katarina Corset Venetian (brown) 2 ,228.00,228.00,1,0.00,228.00
FV,Dresses,Katarina Corset Venetian (brown) 6 ,228.00,228.00,1,0.00,228.00
FV,Dresses,Kira Maxi 4  Milan,228.00,228.00,1,0.00,228.00
FV,Dresses,Kira Maxi 6  Dahlia,228.00,228.00,1,0.00,228.00
FV,Dresses,Kiran Maxi 0 Cherry stems,228.00,228.00,1,0.00,228.00
FV,Dresses,Mimi Maxi Wallflower 0 ,228.00,228.00,1,0.00,228.00
FV,Dresses,Solana Midi 0 Blue Lace,228.00,228.00,1,0.00,228.00
FV,Dresses,Solstice  Midi  12 White,228.00,228.00,1,0.00,228.00
FV,Dresses,Solstice  Midi  6  White,228.00,228.00,1,0.00,228.00
FV,Dresses,Solstice  Midi  8  White,228.00,228.00,1,0.00,228.00
FV,Dresses,Willow Maxi 4  Sapphire ,228.00,228.00,1,0.00,228.00
FV,Dresses,Willow Maxi 6  Buttercream,228.00,228.00,1,0.00,228.00
FV,Dresses,Willow Maxi 8  Sapphire ,228.00,228.00,1,0.00,228.00
FV,Dresses,Karee Midi Snow white 2 ,248.00,223.20,1,-24.80,223.20
FV,Dresses,Guinevere Midi 2  Love story,218.00,218.00,1,0.00,218.00
FV,Dresses,Kimberly Midi 0  Agean Sea,218.00,218.00,1,0.00,218.00
FV,Dresses,Lila Maxi 0  Afterglow,218.00,218.00,1,0.00,218.00
FV,Dresses,Maiah Maxi 2  Blush,218.00,218.00,1,0.00,218.00
FV,Dresses,Maiah Maxi 6  Blush,218.00,218.00,1,0.00,218.00
FV,Dresses,Morganite Maxi 0  Bleu bird,218.00,218.00,1,0.00,218.00
FV,Dresses,Morganite Maxi 14 Bleu bird,218.00,218.00,1,0.00,218.00
FV,Dresses,Morganite Maxi 2  Bleu bird,218.00,218.00,1,0.00,218.00
FV,Dresses,Peyton Midi 0  Jasmine,218.00,218.00,1,0.00,218.00
FV,Dresses,Peyton Midi 4  Jasmine,218.00,218.00,1,0.00,218.00
FV,Dresses,Peyton Midi 6  Chateau,218.00,218.00,1,0.00,218.00
FV,Dresses,Peyton Midi 8  Chateau,218.00,218.00,1,0.00,218.00
FV,Dresses,Quinn Maxi Kyoto 10,218.00,218.00,1,0.00,218.00
FV,Dresses,Sedona Midi Milan 2,218.00,218.00,1,0.00,218.00
FV,Dresses,Sedona Midi Naples 10,218.00,218.00,1,0.00,218.00
FV,Dresses,Sedona Midi Naples 8 ,218.00,218.00,1,0.00,218.00
FV,Dresses,Tabitha Maxi Crimson 0 ,218.00,218.00,1,0.00,218.00
FV,Dresses,Tabitha Maxi Crimson 10,218.00,218.00,1,0.00,218.00
FV,Dresses,Valerie Maxi 8  Love letter,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  0  Black chiffon,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  12 Black chiffon,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  14 Black chiffon,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  2  Black chiffon,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  2  Matcha,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  4  Black chiffon,218.00,218.00,1,0.00,218.00
FV,Dresses,Windellia Midi  6  Matcha,218.00,218.00,1,0.00,218.00
FV,Dresses,Zara Midi Lilac dreams 4 ,218.00,218.00,1,0.00,218.00
FV,Dresses,Belvia Midi Carnelian 2 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Belvia Midi Carnelian 4 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Callie Midi 10 Jade,208.00,208.00,1,0.00,208.00
FV,Dresses,Casey Midi Moonstone 4 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Casey Midi Moonstone 8 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Danisa Midi Butterscotch 6 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Daphene Midi 0  Shortcake,208.00,208.00,1,0.00,208.00
FV,Dresses,Daphene Midi 4  Shortcake,208.00,208.00,1,0.00,208.00
FV,Dresses,Daphene Midi 4  Ube,208.00,208.00,1,0.00,208.00
FV,Dresses,Delilah Midi 0  Cranberry,208.00,208.00,1,0.00,208.00
FV,Dresses,Delilah Midi 2  Cranberry,208.00,208.00,1,0.00,208.00
FV,Dresses,Delilah Midi 6  Cranberry,208.00,208.00,1,0.00,208.00
FV,Dresses,Evangelina Maxi 0  Baby blue,208.00,208.00,1,0.00,208.00
FV,Dresses,Evangelina Maxi 14 Baby blue,208.00,208.00,1,0.00,208.00
FV,Dresses,Evangelina Maxi 4  Baby blue,208.00,208.00,1,0.00,208.00
FV,Dresses,Evangelina Maxi 8  Baby blue,208.00,208.00,1,0.00,208.00
FV,Dresses,Guinevere Midi 0  Love story,208.00,208.00,1,0.00,208.00
FV,Dresses,Ivy Midi 4  Yellow star,208.00,208.00,1,0.00,208.00
FV,Dresses,Jessie Mini Blue stars 2 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Kona Midi Mauka  0 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Kona Midi Mauka  10,208.00,208.00,1,0.00,208.00
FV,Dresses,Lila Maxi 0  Mint,208.00,208.00,1,0.00,208.00
FV,Dresses,Lila Maxi 14 Mint,208.00,208.00,1,0.00,208.00
FV,Dresses,Lila Maxi 2  Mint,208.00,208.00,1,0.00,208.00
FV,Dresses,Lila Maxi 4  Mint,208.00,208.00,1,0.00,208.00
FV,Dresses,Morganite Maxi 0  Black,208.00,208.00,1,0.00,208.00
FV,Dresses,Morganite Maxi 14 Black,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Black 0 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Black 10,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Black 12,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Black 14,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Black 6 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Black 8 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Cherry 12,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Cherry 14,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Cherry 2 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Cherry 4 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Cherry 6 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Roselanh Midi Cherry 8 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Sedona Midi Black 8 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi Black chiffon 0 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi Black chiffon 6 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi Black chiffon 8 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi Moonlit 2 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi White 10,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi White 12,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi White 2 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi White 6 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Val Midi White 8 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 0  Black chiffon,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 0  Blue jay,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 0  Sunset,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 0  White,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 10 Sunset,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 14 Black chiffon,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 2  Blue jay,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 2  White,208.00,208.00,1,0.00,208.00
FV,Dresses,Valerie Maxi 4  Black chiffon,208.00,208.00,1,0.00,208.00
FV,Dresses,Yasmine Midi Emerald 2 ,208.00,208.00,1,0.00,208.00
FV,Dresses,Zoe Midi 4  Winter,208.00,208.00,1,0.00,208.00
FV,Dresses,Zoe Midi 8  Winter,208.00,208.00,1,0.00,208.00
FV,Dresses,Megan Halter Mini 0  Blue lake,296.00,207.20,2,-88.80,103.60
FV,Dresses,Miles Mini 4  Azaleas,316.00,205.40,2,-110.60,102.70
FV,Dresses,Noelle Maxi Slip Azure 4,228.00,205.20,1,-22.80,205.20
FV,Dresses,Adele Midi 0  Crimson,198.00,198.00,1,0.00,198.00
FV,Dresses,Adele Midi 6  Crimson,198.00,198.00,1,0.00,198.00
FV,Dresses,Chun Li Ao Dai Final Sale 4  Mint blossom,198.00,198.00,1,0.00,198.00
FV,Dresses,Chun Li Midi Dress Red blossom 0 ,396.00,198.00,2,-9.90,198.00
FV,Dresses,Chun Li Midi Dress Red blossom 6 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Gabriella Midi 0  Jasmine,198.00,198.00,1,0.00,198.00
FV,Dresses,Gabrielle Midi Begonias 4 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Hazel Midi English rose 0,198.00,198.00,1,0.00,198.00
FV,Dresses,Lan Ao Dai Final Sale 8  Botanic garden,198.00,198.00,1,0.00,198.00
FV,Dresses,Lane Mini 8  Indigo,198.00,198.00,1,0.00,198.00
FV,Dresses,Linh Ao Dai Final Sale Tea rose 0 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Linh Ao Dai Final Sale Tea rose 4 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Linh Ao Dai Final Sale Tea rose 6 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Linh Ao Dai Final Sale Tea rose 8 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Mai Linh Midi Grapevine 0 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Sofia Mini Brownstone 4 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Solstice Mini 0  French rose,198.00,198.00,1,0.00,198.00
FV,Dresses,Solstice Mini 12 Aster,198.00,198.00,1,0.00,198.00
FV,Dresses,Solstice Mini 4  Aster,198.00,198.00,1,0.00,198.00
FV,Dresses,Solstice Mini 4  French rose,198.00,198.00,1,0.00,198.00
FV,Dresses,Solstice Mini 6  Aster,198.00,198.00,1,0.00,198.00
FV,Dresses,Suki Pleated Mini Picnic 0 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Suki Pleated Mini Picnic 4 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Val Midi Cocoa 0 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Val Midi Wild peony 0 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Valencia Midi Plum 2 ,198.00,198.00,1,0.00,198.00
FV,Dresses,Valentina Midi 0  Fern,198.00,198.00,1,0.00,198.00
FV,Dresses,Valerie Maxi 0  Fuchsia,198.00,198.00,1,0.00,198.00
FV,Dresses,Kona Midi Mauka  4 ,208.00,197.60,1,-10.40,197.60
FV,Dresses,DD MOP Necklace,196.00,196.00,2,0.00,98.00
FV,Dresses,Solstice  Midi  0  Cinnamon,228.00,193.80,1,-34.20,193.80
FV,Dresses,Miles Mini 10 Azaleas,316.00,189.60,2,-126.40,94.80
FV,Dresses,Rylee Mini 8  Black chiffon,316.00,189.60,2,-126.40,94.80
FV,Dresses,Antique Rose Midi 2 Dusk,188.00,188.00,1,0.00,188.00
FV,Dresses,Chun Li Mini Brownstone 0 ,188.00,188.00,1,0.00,188.00
FV,Dresses,Chun Li Mini Brownstone 4 ,188.00,188.00,1,0.00,188.00
FV,Dresses,Jessie Mini Blue stars 0 ,188.00,188.00,1,0.00,188.00
FV,Dresses,Jessie Mini Blue stars 4 ,188.00,188.00,1,0.00,188.00
FV,Dresses,Jessie Mini Scarlet hearts 10,188.00,188.00,1,0.00,188.00
FV,Dresses,Poinsettia Midi 4,188.00,188.00,1,0.00,188.00
FV,Dresses,Julie Halter Maxi 0  Violet,208.00,187.20,1,-20.80,187.20
FV,Dresses,Val Midi White 14,208.00,187.20,1,-20.80,187.20
FV,Dresses,Sedona Midi Naples 0 ,218.00,185.30,1,-32.70,185.30
FV,Dresses,Everly Mini 12 Swan,188.00,178.60,1,-9.40,178.60
FV,Dresses,Agatha Midi,198.00,178.20,1,-19.80,178.20
FV,Dresses,Aqua Floral Midi 2,198.00,178.20,1,-19.80,178.20
FV,Dresses,Colette Midi Seashell 0,198.00,178.20,1,-19.80,178.20
FV,Dresses,Morgan Midi 12 Baby blue,198.00,178.20,1,-19.80,178.20
FV,Dresses,Val Midi Fuzzy peach 2 ,198.00,178.20,1,-19.80,178.20
FV,Dresses,Bella Mini Key lime 2 ,178.00,178.00,1,0.00,178.00
FV,Dresses,Delina Dress 2  Black chiffon,178.00,178.00,1,0.00,178.00
FV,Dresses,Everly Mini 8  Verona,178.00,178.00,1,0.00,178.00
FV,Dresses,Ivanna Dress Pink flora 4 ,178.00,178.00,1,0.00,178.00
FV,Dresses,Red Hollyhocks Midi 2,178.00,178.00,1,0.00,178.00
FV,Dresses,Red Hollyhocks Midi 4,178.00,178.00,1,0.00,178.00
FV,Dresses,Mai Mini Monet 4 ,296.00,177.60,2,-118.40,88.80
FV,Dresses,Evangelina Maxi 6  Baby blue,208.00,176.80,1,-31.20,176.80
FV,Dresses,Morganite Maxi 4  Buttercream,208.00,176.80,1,-31.20,176.80
FV,Dresses,Val Midi Moonlit 14,208.00,176.80,1,-31.20,176.80
FV,Dresses,Peyton Midi 10 Jasmine,218.00,174.40,1,-43.60,174.40
FV,Dresses,Red Vines Dress 2,188.00,169.20,1,-18.80,169.20
FV,Dresses,Adele Mini Northern sky 8 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Chloe Mini Last kiss 8 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Chun Li Mini Forget me not 6 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Chun Li Mini Rouge 2 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Everly Mini 6  Baby blue,168.00,168.00,1,0.00,168.00
FV,Dresses,Faith Mini Snow 4 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Faith Mini Snow 6 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Juliana Mini Pink petals 0 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Juliana Mini Pink petals 2 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Nalea Mini Love letters 12,168.00,168.00,1,0.00,168.00
FV,Dresses,Nalea Mini Love letters 2 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Blanc 0 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Blanc 10,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Blanc 4 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Blanc 8 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Calla 2 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Rouge 2 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Rouge 4 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Peony Mini Rouge 6 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Pixie Mini 0  Nightfall,168.00,168.00,1,0.00,168.00
FV,Dresses,Pixie Mini 8  Nightfall,168.00,168.00,1,0.00,168.00
FV,Dresses,Timeless Mini Blue silk 0 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Timeless Mini Blue silk 4 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Timeless Mini Blue silk 6 ,168.00,168.00,1,0.00,168.00
FV,Dresses,Arwen Maxi Sparrow 2 ,208.00,166.40,1,-41.60,166.40
FV,Dresses,Casey Midi Moonstone 2 ,208.00,166.40,1,-41.60,166.40
FV,Dresses,Ivy Midi 2  Yellow star,208.00,166.40,1,-41.60,166.40
FV,Dresses,Everly Mini 2  Verona,178.00,160.20,1,-17.80,160.20
FV,Dresses,Gabrielle Midi Begonias 6 ,198.00,158.40,1,-39.60,158.40
FV,Dresses,Morgan Midi 2  Lanikai,198.00,158.40,1,-39.60,158.40
FV,Dresses,Rose Midi 0 Whisper,198.00,158.40,1,-39.60,158.40
FV,Dresses,Aanya Mini Teal 8 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Avery Mini 2  Black,158.00,158.00,1,0.00,158.00
FV,Dresses,Avery Mini 4  Black,158.00,158.00,1,0.00,158.00
FV,Dresses,Avery Mini 6  Rose quartz,316.00,158.00,2,-158.00,79.00
FV,Dresses,Brielle Mini Amour 2 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Danielle Mini 0  Cosmo,158.00,158.00,1,0.00,158.00
FV,Dresses,Mai Mini Poppies 4 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Mariella Mini Rain 8/10,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Black chiffon 0 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Black chiffon 0 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Black chiffon 12,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Black chiffon 2 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Black chiffon 4 ,316.00,158.00,2,-158.00,79.00
FV,Dresses,Peony Mini Black chiffon 8 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Camellia 0 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Cherry 0 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Cherry 4 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Peony Mini Cherry 8 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Valentina Mini Black chiffon 0 ,158.00,158.00,1,0.00,158.00
FV,Dresses,Everly Mini 6  Verona,178.00,151.30,1,-26.70,151.30
FV,Dresses,Chun Li Mini Brownstone 2 ,188.00,150.40,1,-37.60,150.40
FV,Dresses,Britt Mini Raspberry 6 ,148.00,148.00,1,0.00,148.00
FV,Dresses,Leonne Wrap Mini Satin sky 8,148.00,148.00,1,0.00,148.00
FV,Dresses,Megan Halter Mini 0  Mint rose,148.00,148.00,1,0.00,148.00
FV,Dresses,Brielle Mini Amour 0 ,158.00,142.20,1,-15.80,142.20
FV,Dresses,Danielle Mini 0  Twigs,158.00,142.20,1,-15.80,142.20
FV,Dresses,Oliana Mini 8  Sunset,158.00,142.20,1,-15.80,142.20
FV,Dresses,Selena Mini 12 Fern,158.00,142.20,1,-15.80,142.20
FV,Dresses,Florence Midi Enchantia 0 ,198.00,138.60,1,-59.40,138.60
FV,Dresses,Florence Midi Enchantia 4 ,198.00,138.60,1,-59.40,138.60
FV,Dresses,Peony Mini Blanc 4 ,168.00,134.40,1,-33.60,134.40
FV,Dresses,Avery Mini 12 Black,158.00,134.30,1,-23.70,134.30
FV,Dresses,Peony Mini Black chiffon 6 ,158.00,126.40,1,-31.60,126.40
FV,Dresses,Samantha Mini 2  Coral reef,316.00,126.40,2,-189.60,63.20
FV,Dresses,Valentina Mini Black chiffon 2 ,158.00,126.40,1,-31.60,126.40
FV,Dresses,Ariel Midi,208.00,124.80,1,-83.20,124.80
FV,Dresses,Lila Maxi 2  Silver lace,208.00,124.80,1,-83.20,124.80
FV,Dresses,Angelica Mini 0  Cloudy dreams,168.00,117.60,1,-50.40,117.60
FV,Dresses,Angelica Mini 12 Cloudy dreams,168.00,117.60,1,-50.40,117.60
FV,Dresses,Angelica Mini 6  Cloudy dreams,168.00,117.60,1,-50.40,117.60
FV,Dresses,Wynola Lace Sangria 0 ,228.00,114.00,1,-114.00,114.00
FV,Dresses,Megan Halter Mini 4  Blue lake,148.00,103.60,1,-44.40,103.60
FV,Dresses,Blue Checkers Maxi 6 ,198.00,99.00,1,-99.00,99.00
FV,Dresses,Florence Midi Midnight rose 0 ,198.00,99.00,1,-99.00,99.00
FV,Dresses,Florence Midi Sonora rose 4 ,198.00,99.00,1,-99.00,99.00
FV,Dresses,Gabriella Midi 2  Stone blue,198.00,99.00,1,-99.00,99.00
FV,Dresses,Gabriella Midi 4  Stone blue,198.00,99.00,1,-99.00,99.00
FV,Dresses,Yasmine Midi Snowstorm 0 ,198.00,99.00,1,-99.00,99.00
FV,Dresses,Yasmine Midi Snowstorm 4 ,198.00,99.00,1,-99.00,99.00
FV,Dresses,Evon Mini Lilac 0 ,158.00,94.80,1,-63.20,94.80
FV,Dresses,Evon Mini Lilac 2 ,158.00,94.80,1,-63.20,94.80
FV,Dresses,Evon Mini Lilac 4 ,158.00,94.80,1,-63.20,94.80
FV,Dresses,Evon Mini Lilac 6 ,158.00,94.80,1,-63.20,94.80
FV,Dresses,Rylee Mini 4  Black chiffon,158.00,94.80,1,-63.20,94.80
FV,Dresses,Thao Ao Dai 4  Golden koi Final Sale,158.00,94.80,1,-63.20,94.80
FV,Dresses,Maddison Midi Black,178.00,89.00,1,-89.00,89.00
FV,Dresses,Angelica Mini 12 Black chiffon,168.00,84.00,1,-84.00,84.00
FV,Dresses,Angelica Mini 6  Cherry red,168.00,84.00,1,-84.00,84.00
FV,Dresses,Imani Dress Autumn leaves 0,168.00,84.00,1,-84.00,84.00
FV,Dresses,Imani Dress Autumn leaves 6,168.00,84.00,1,-84.00,84.00
FV,Dresses,Timeless Mini Black dahlia 4 ,168.00,84.00,1,-84.00,84.00
FV,Dresses,Avery Mini 12 Rose quartz,158.00,79.00,1,-79.00,79.00
FV,Dresses,Brielle Mini Cotton candy 2 ,158.00,79.00,1,-79.00,79.00
FV,Dresses,Mai Mini Kelp 6 ,148.00,74.00,1,-74.00,74.00
FV,Dresses,Mai Mini White 8 ,148.00,74.00,1,-74.00,74.00
FV,Dresses,Aanya Mini Wildberry 8 ,158.00,58.00,1,-100.00,58.00
FV,Dresses,Tishelle Midi 10 Winter rose,188.00,56.40,1,-131.60,56.40
FV,Dresses,Tishelle Midi 12 Violet Rose,188.00,56.40,1,-131.60,56.40
FV,Dresses,Tishelle Midi 8  Olive rose,188.00,56.40,1,-131.60,56.40
FV,Dresses,Samantha Mini 8  Coral reef,158.00,47.40,1,-110.60,47.40
FV,Dresses,Carol Velvet Mini Red velvet 6,138.00,41.40,1,-96.60,41.40
FV,Dresses,Chun Li Mini Brownstone 8 ,188.00,0.00,1,-37.60,-
FV,Dresses,Chun Li Mini Pink petals 2 ,168.00,0.00,1,0.00,-
FV,Dresses,Ivanna Dress Pink flora 2 ,178.00,0.00,1,0.00,-
FV,Dresses,Lila Maxi 4  Aster,218.00,0.00,1,-10.90,-
FV,Dresses,Peyton Midi 0  Chateau,218.00,0.00,1,-10.90,-
FV,Dresses,Sofia Mini Brownstone 8 ,198.00,0.00,1,-9.90,-
FV,Dresses,Willow Maxi 0  Buttercream,228.00,0.00,1,0.00,228.00
FV,Uncategorized,Elsa Corset MIDI Narnia 0 ,696.00,696.00,2,0.00,348.00
FV,Uncategorized,Elsa Corset MIDI Narnia 2 ,696.00,696.00,2,0.00,348.00
FV,Uncategorized,Elsa Corset MIDI Narnia 4 ,696.00,696.00,2,0.00,348.00
FV,Uncategorized,Quinn Maxi Kyoto 2 ,416.00,374.40,2,-41.60,187.20
FV,Uncategorized,Elsa Corset Midi 8 Narnia,348.00,348.00,1,0.00,348.00
FV,Uncategorized,Quinn Maxi Kyoto 4 ,208.00,208.00,1,0.00,208.00
FV,Uncategorized,Valerie Maxi 10 Black,208.00,208.00,1,0.00,208.00
FV,Uncategorized,"Valerie Maxi 10, Baby blue (Special Order)",208.00,208.00,1,0.00,208.00
FV,Uncategorized,Zoey Midi 4  Wailea,208.00,208.00,1,0.00,208.00
FV,Uncategorized,Gift Card,200.00,200.00,1,0.00,200.00
FV,Uncategorized,Morgan Midi 2  Lilac,198.00,198.00,1,0.00,198.00
FV,Uncategorized,Solstice Mini 4  French rose,198.00,198.00,1,0.00,198.00
FV,Uncategorized,Jessie Mini 8 Scarlet Hearts,188.00,188.00,1,0.00,188.00
FV,Uncategorized,Sunshine Midi 6 Spring,188.00,188.00,1,0.00,188.00
FV,Uncategorized,Morgan Midi 0  Lilac,198.00,178.20,1,-19.80,178.20
FV,Uncategorized,Quinn Maxi Kyoto 0 ,208.00,166.40,1,-41.60,166.40
FV,Uncategorized,Quinn Maxi Kyoto 6 ,208.00,166.40,1,-41.60,166.40
FV,Uncategorized,Quinn Midi 0  Citronella ,208.00,166.40,1,-41.60,166.40
FV,Uncategorized,Quinn Midi 2  Citronella ,208.00,166.40,1,-41.60,166.40
FV,Uncategorized,Quinn Midi 2  Venice,208.00,166.40,1,-41.60,166.40
FV,Uncategorized,Handmade Tote Set,152.00,152.00,4,0.00,38.00
FV,Uncategorized,Athena Lace Maxi 4 Alba,150.85,150.85,1,0.00,150.85
FV,Uncategorized,Elsa Corset Midi 0,150.85,150.85,1,0.00,150.85
FV,Uncategorized,Valerie Maxi 6 Sunset,124.12,124.12,1,0.00,124.12
FV,Uncategorized,Malia Lace Maxi 2 Black,118.53,118.53,1,0.00,118.53
FV,Uncategorized,DD Butterfly earrings,118.00,118.00,1,0.00,118.00
FV,Uncategorized,DD Jovanka Bracelet,196.00,98.00,2,-4.90,98.00
FV,Uncategorized,DD Earrings,118.00,94.40,1,-23.60,94.40
FV,Uncategorized,DD Sakura Necklace,88.00,88.00,1,0.00,88.00
FV,Uncategorized,K Crystal Sphere - Dream Amethyst,88.00,88.00,1,0.00,88.00
FV,Uncategorized,Custom Item,83.00,83.00,1,0.00,83.00
FV,Uncategorized,DD 26 Kozue Threader,78.00,78.00,1,0.00,78.00
FV,Uncategorized,Custom Item,73.44,73.44,1,0.00,73.44
FV,Uncategorized,yasmine 0 snowstorm,56.03,56.03,1,0.00,56.03
FV,Uncategorized,Valerie Maxi 4 Love letter,52.63,52.63,1,0.00,52.63
FV,Uncategorized,Quinn Midi 4  Citronella ,208.00,39.73,1,-168.27,39.73
FV,Uncategorized,Floral Bouquet Vase,38.00,38.00,1,0.00,38.00
FV,Uncategorized,moss agate ,35.00,35.00,1,0.00,35.00
FV,Uncategorized,strawberry krystal,26.00,26.00,1,0.00,26.00
FV,Uncategorized,Crysral tower,25.00,25.00,1,0.00,25.00
FV,Uncategorized,Custom Item,22.00,22.00,1,0.00,22.00
FV,Uncategorized,K Crystal - Bunny (Large) Flourite,22.00,22.00,1,0.00,22.00
FV,Uncategorized,K Crystal Cat Luna- Golden Healer,22.00,22.00,1,0.00,22.00
FV,Uncategorized,Custom Item,21.55,21.55,1,0.00,21.55
FV,Uncategorized,Custom Item,21.30,21.30,1,0.00,21.30
FV,Uncategorized,Custom Item,20.00,20.00,1,0.00,20.00
FV,Uncategorized,K crystal Green,19.00,19.00,1,0.00,19.00
FV,Uncategorized,Custom Item,18.00,18.00,1,0.00,18.00
FV,Uncategorized,K Crystal - Bunny Jade,18.00,18.00,1,0.00,18.00
FV,Uncategorized,K Crystal - Duck Moss Agagte,18.00,18.00,1,0.00,18.00
FV,Uncategorized,K Crystal - Duck Rose Quartz,18.00,18.00,1,0.00,18.00
FV,Uncategorized,K Crystal - Bottle Amethyst,15.00,15.00,1,0.00,15.00
FV,Uncategorized,K Crystal - Bunny Agate,15.00,15.00,1,0.00,15.00
FV,Uncategorized,K Crystal - Cat Strawberry Quartz,15.00,15.00,1,0.00,15.00
